,dBA
170329,46.0
170330,54.1
170331,72.6
170332,56.3
170333,61.2
170334,46.7
170335,55.0
170336,72.6
170337,57.7
170338,60.7
170339,55.2
170340,54.3
170341,73.7
170342,56.2
170343,61.3
170344,45.6
170345,53.2
170346,71.1
170347,60.5
170348,60.2
170349,53.9
170350,53.9
170351,71.9
170352,58.3
170353,61.1
170354,53.7
170355,53.3
170356,73.6
170357,59.8
170358,59.8
170359,53.1
170360,56.3
170361,76.5
170362,58.5
170363,62.0
170364,45.9
170365,56.0
170366,70.8
170367,59.0
170368,59.6
170369,50.7
170370,54.1
170371,74.8
170372,60.9
170373,61.5
170374,47.9
170375,54.0
170376,74.1
170377,63.8
170378,62.2
170379,44.8
170380,55.1
170381,74.0
170382,59.9
170383,59.8
170384,44.4
170385,55.7
170386,72.8
170387,58.2
170388,62.5
170389,44.4
170390,54.9
170391,74.6
170392,58.5
170393,61.3
170394,44.4
170395,55.9
170396,67.9
170397,58.3
170398,60.9
170399,48.0
170400,55.9
170401,71.8
170402,55.1
170403,60.4
170404,48.8
170405,54.1
170406,72.0
170407,60.7
170408,58.8
170409,52.9
170410,55.2
170411,72.5
170412,56.3
170413,58.5
170414,48.0
170415,55.5
170416,73.9
170417,59.4
170418,60.3
170419,49.2
170420,54.9
170421,72.7
170422,58.0
170423,59.0
170424,52.6
170425,55.6
170426,68.6
170427,58.5
170428,60.0
170429,50.0
170430,54.4
170431,75.0
170432,61.7
170433,58.1
170434,55.8
170435,53.5
170436,72.7
170437,58.3
170438,58.6
170439,45.3
170440,54.0
170441,72.0
170442,59.5
170443,58.4
170444,50.3
170445,53.5
170446,76.0
170447,61.0
170448,59.3
170449,51.8
170450,54.2
170451,72.2
170452,57.6
170453,59.0
170454,45.7
170455,53.9
170456,73.5
170457,60.5
170458,58.2
170459,51.5
170460,53.4
170461,71.8
170462,61.4
170463,58.2
170464,61.9
170465,54.4
170466,74.4
170467,55.8
170468,58.6
170469,56.2
170470,54.0
170471,74.0
170472,60.1
170473,59.2
170474,59.8
170475,54.3
170476,72.9
170477,61.1
170478,58.6
170479,54.1
170480,55.0
170481,75.0
170482,61.3
170483,59.1
170484,63.9
170485,55.7
170486,71.0
170487,59.5
170488,59.8
170489,60.8
170490,54.8
170491,71.3
170492,58.8
170493,59.8
170494,58.5
170495,53.9
170496,72.8
170497,57.5
170498,59.2
170499,55.6
170500,53.8
170501,67.8
170502,58.1
170503,59.2
170504,48.6
170505,53.8
170506,75.1
170507,59.7
170508,58.1
170509,51.0
170510,53.6
170511,73.5
170512,63.6
170513,60.3
170514,47.6
170515,56.3
170516,72.5
170517,58.5
170518,58.9
170519,47.2
170520,56.0
170521,71.7
170522,60.8
170523,59.8
170524,50.0
170525,55.2
170526,75.3
170527,58.7
170528,59.3
170529,46.0
170530,54.4
170531,70.9
170532,60.2
170533,59.9
170534,46.4
170535,55.4
170536,76.0
170537,57.0
170538,61.3
170539,47.0
170540,55.3
170541,74.4
170542,56.8
170543,61.2
170544,48.5
170545,54.7
170546,71.7
170547,58.5
170548,59.3
170549,56.1
170550,54.7
170551,73.1
170552,59.3
170553,61.4
170554,46.3
170555,54.1
170556,72.5
170557,58.3
170558,60.4
170559,46.4
170560,57.9
170561,71.3
170562,57.1
170563,59.7
170564,46.6
170565,64.1
170566,72.7
170567,58.6
170568,60.3
170569,53.9
170570,54.6
170571,74.0
170572,59.2
170573,60.7
170574,44.8
170575,53.3
170576,74.0
170577,58.4
170578,58.9
170579,47.8
170580,54.4
170581,72.5
170582,60.5
170583,60.0
170584,53.0
170585,54.4
170586,75.8
170587,61.0
170588,58.9
170589,44.9
170590,53.3
170591,72.1
170592,58.8
170593,58.8
170594,47.3
170595,55.7
170596,74.7
170597,59.9
170598,60.2
170599,45.1
170600,53.1
170601,72.8
170602,60.7
170603,59.7
170604,48.8
170605,53.0
170606,69.0
170607,59.8
170608,59.1
170609,48.1
170610,53.3
170611,74.9
170612,60.7
170613,57.4
170614,48.9
170615,53.8
170616,70.7
170617,59.7
170618,59.9
170619,52.9
170620,53.4
170621,68.2
170622,58.8
170623,59.6
170624,48.6
170625,53.6
170626,75.0
170627,58.5
170628,61.6
170629,59.5
170630,53.9
170631,76.4
170632,59.5
170633,60.1
170634,61.7
170635,53.4
170636,71.2
170637,56.9
170638,58.7
170639,51.7
170640,54.4
170641,74.6
170642,60.4
170643,59.3
170644,47.1
170645,55.4
170646,73.1
170647,61.5
170648,59.7
170649,47.4
170650,54.9
170651,69.0
170652,58.2
170653,58.2
170654,46.8
170655,53.6
170656,74.4
170657,60.1
170658,59.5
170659,52.3
170660,53.8
170661,73.4
170662,61.2
170663,58.6
170664,47.1
170665,53.9
170666,70.4
170667,60.0
170668,58.7
170669,50.5
170670,54.0
170671,73.9
170672,61.4
170673,58.8
170674,49.6
170675,53.5
170676,76.0
170677,60.0
170678,60.3
170679,53.1
170680,54.9
170681,68.0
170682,59.0
170683,59.0
170684,48.0
170685,53.8
170686,77.0
170687,60.4
170688,60.4
170689,51.2
170690,54.1
170691,71.5
170692,59.6
170693,60.1
170694,60.2
170695,53.6
170696,71.2
170697,59.1
170698,58.9
170699,59.4
170700,52.8
170701,74.4
170702,55.7
170703,58.5
170704,55.1
170705,52.7
170706,72.4
170707,57.6
170708,59.3
170709,47.4
170710,52.9
170711,72.8
170712,58.9
170713,58.1
170714,45.0
170715,53.2
170716,74.3
170717,57.4
170718,58.3
170719,44.5
170720,53.4
170721,74.4
170722,61.0
170723,60.2
170724,45.3
170725,54.3
170726,70.8
170727,59.2
170728,59.3
170729,56.6
170730,54.9
170731,74.7
170732,59.6
170733,59.3
170734,55.9
170735,54.0
170736,75.0
170737,60.7
170738,60.7
170739,69.0
170740,54.2
170741,70.0
170742,54.0
170743,59.1
170744,66.2
170745,55.8
170746,74.8
170747,58.8
170748,60.4
170749,61.1
170750,56.4
170751,75.8
170752,59.8
170753,59.9
170754,56.0
170755,56.3
170756,73.6
170757,60.8
170758,59.3
170759,59.2
170760,55.1
170761,74.3
170762,60.9
170763,60.0
170764,59.7
170765,55.6
170766,75.9
170767,60.5
170768,60.7
170769,58.7
170770,55.7
170771,72.2
170772,63.0
170773,60.0
170774,56.0
170775,54.6
170776,75.7
170777,63.1
170778,60.8
170779,50.7
170780,55.9
170781,69.1
170782,61.5
170783,60.6
170784,55.0
170785,56.0
170786,74.9
170787,60.3
170788,59.4
170789,56.3
170790,55.6
170791,75.5
170792,60.8
170793,60.1
170794,66.6
170795,57.3
170796,73.2
170797,61.8
170798,61.9
170799,59.0
170800,56.9
170801,75.0
170802,61.2
170803,60.1
170804,56.7
170805,57.5
170806,72.2
170807,64.2
170808,59.9
170809,56.0
170810,55.8
170811,72.5
170812,63.4
170813,59.3
170814,63.4
170815,55.3
170816,74.7
170817,60.0
170818,59.8
170819,60.6
170820,55.3
170821,74.8
170822,62.3
170823,61.4
170824,51.8
170825,58.1
170826,75.5
170827,62.1
170828,60.2
170829,53.8
170830,61.3
170831,74.5
170832,63.9
170833,61.9
170834,51.6
170835,56.7
170836,72.7
170837,61.7
170838,60.6
170839,62.8
170840,58.1
170841,72.9
170842,59.1
170843,61.7
170844,56.6
170845,58.2
170846,73.2
170847,63.0
170848,61.0
170849,47.8
170850,56.5
170851,75.0
170852,62.4
170853,62.3
170854,47.5
170855,57.9
170856,75.7
170857,62.2
170858,62.1
170859,49.6
170860,56.5
170861,73.3
170862,60.0
170863,61.2
170864,54.9
170865,55.8
170866,77.1
170867,61.3
170868,61.8
170869,53.4
170870,56.4
170871,72.3
170872,64.5
170873,61.8
170874,51.0
170875,58.0
170876,73.0
170877,62.6
170878,60.8
170879,47.0
170880,55.8
170881,72.6
170882,62.5
170883,62.2
170884,51.8
170885,57.8
170886,76.7
170887,62.3
170888,61.5
170889,48.6
170890,61.0
170891,74.0
170892,60.6
170893,61.3
170894,52.3
170895,67.1
170896,73.7
170897,61.3
170898,62.7
170899,61.8
170900,56.6
170901,77.4
170902,63.1
170903,62.0
170904,58.5
170905,56.5
170906,75.2
170907,64.2
170908,62.2
170909,59.8
170910,57.8
170911,75.5
170912,62.3
170913,63.4
170914,64.8
170915,61.4
170916,77.9
170917,61.9
170918,62.8
170919,63.5
170920,57.3
170921,74.7
170922,62.2
170923,63.3
170924,64.3
170925,56.0
170926,73.2
170927,60.9
170928,62.6
170929,69.7
170930,57.0
170931,76.2
170932,62.8
170933,63.3
170934,72.0
170935,56.9
170936,71.6
170937,62.3
170938,64.1
170939,69.5
170940,56.5
170941,73.3
170942,62.2
170943,63.4
170944,63.5
170945,76.7
170946,74.5
170947,59.9
170948,64.0
170949,67.1
170950,78.7
170951,74.4
170952,62.5
170953,62.5
170954,63.5
170955,55.9
170956,72.0
170957,62.6
170958,62.7
170959,64.1
170960,73.5
170961,77.7
170962,61.9
170963,63.5
170964,66.9
170965,52.6
170966,74.1
170967,60.9
170968,63.8
170969,62.2
170970,52.7
170971,75.0
170972,61.8
170973,62.9
170974,64.4
170975,51.8
170976,74.7
170977,62.0
170978,62.4
170979,72.6
170980,53.8
170981,75.1
170982,57.7
170983,62.4
170984,72.6
170985,52.3
170986,76.4
170987,60.5
170988,64.7
170989,73.2
170990,50.7
170991,74.6
170992,59.2
170993,64.4
170994,74.1
170995,51.1
170996,74.1
170997,61.9
170998,63.6
170999,75.1
171000,52.0
171001,75.5
171002,61.1
171003,64.2
171004,72.6
171005,58.0
171006,73.5
171007,61.6
171008,64.8
171009,74.0
171010,53.1
171011,73.6
171012,59.9
171013,64.1
171014,73.3
171015,51.2
171016,76.4
171017,58.3
171018,63.8
171019,72.9
171020,51.7
171021,77.7
171022,62.3
171023,65.4
171024,73.7
171025,53.6
171026,75.3
171027,63.1
171028,63.0
171029,75.5
171030,56.5
171031,73.9
171032,62.9
171033,65.4
171034,72.9
171035,54.8
171036,75.8
171037,58.9
171038,64.6
171039,75.7
171040,55.6
171041,70.6
171042,61.5
171043,64.5
171044,76.0
171045,54.5
171046,74.9
171047,59.2
171048,65.2
171049,76.0
171050,53.5
171051,76.5
171052,61.9
171053,65.3
171054,73.6
171055,53.1
171056,75.9
171057,61.9
171058,63.5
171059,72.0
171060,52.4
171061,75.6
171062,59.1
171063,65.0
171064,72.2
171065,54.1
171066,75.8
171067,61.2
171068,63.8
171069,72.1
171070,53.2
171071,76.5
171072,62.0
171073,64.2
171074,71.0
171075,52.8
171076,71.7
171077,59.1
171078,64.4
171079,70.5
171080,54.2
171081,76.0
171082,57.2
171083,64.5
171084,74.6
171085,53.1
171086,75.9
171087,61.1
171088,64.1
171089,74.3
171090,52.3
171091,71.4
171092,59.1
171093,65.6
171094,72.1
171095,53.4
171096,75.2
171097,60.1
171098,63.9
171099,72.3
171100,51.6
171101,75.5
171102,60.6
171103,64.5
171104,67.0
171105,51.6
171106,72.0
171107,57.9
171108,64.1
171109,69.3
171110,51.9
171111,76.0
171112,62.5
171113,63.7
171114,65.6
171115,53.0
171116,74.7
171117,61.0
171118,64.7
171119,65.3
171120,52.7
171121,76.4
171122,60.4
171123,63.3
171124,65.0
171125,52.0
171126,78.2
171127,57.8
171128,63.7
171129,70.6
171130,51.1
171131,73.9
171132,60.9
171133,64.1
171134,69.4
171135,50.9
171136,75.3
171137,60.8
171138,64.8
171139,66.6
171140,50.0
171141,75.4
171142,60.4
171143,64.7
171144,65.6
171145,50.5
171146,74.2
171147,61.5
171148,63.8
171149,67.1
171150,50.2
171151,73.6
171152,62.3
171153,64.3
171154,66.5
171155,50.0
171156,78.7
171157,60.7
171158,63.8
171159,64.4
171160,50.5
171161,75.5
171162,60.2
171163,64.5
171164,68.0
171165,50.1
171166,72.7
171167,61.3
171168,64.9
171169,69.6
171170,50.5
171171,78.6
171172,62.6
171173,64.1
171174,66.7
171175,50.2
171176,73.7
171177,60.1
171178,64.0
171179,65.9
171180,51.0
171181,76.0
171182,59.7
171183,64.8
171184,63.1
171185,50.4
171186,75.8
171187,60.7
171188,65.2
171189,61.7
171190,50.3
171191,73.2
171192,62.2
171193,64.4
171194,58.9
171195,50.7
171196,75.5
171197,62.0
171198,65.9
171199,61.1
171200,50.6
171201,77.2
171202,59.7
171203,65.9
171204,64.4
171205,51.7
171206,72.3
171207,61.2
171208,64.8
171209,57.7
171210,50.4
171211,75.2
171212,59.7
171213,65.5
171214,58.1
171215,51.5
171216,77.2
171217,61.9
171218,65.7
171219,60.1
171220,50.8
171221,73.7
171222,61.6
171223,65.4
171224,54.4
171225,51.0
171226,73.1
171227,58.4
171228,65.4
171229,63.2
171230,51.6
171231,74.9
171232,63.6
171233,63.6
171234,62.5
171235,50.4
171236,74.5
171237,60.0
171238,63.8
171239,62.2
171240,50.5
171241,71.8
171242,58.3
171243,64.6
171244,63.1
171245,50.3
171246,76.6
171247,61.3
171248,64.8
171249,56.5
171250,50.2
171251,74.5
171252,63.1
171253,64.6
171254,64.4
171255,50.6
171256,77.1
171257,58.8
171258,64.6
171259,56.6
171260,50.5
171261,72.8
171262,63.8
171263,64.6
171264,57.6
171265,50.7
171266,75.1
171267,62.1
171268,64.5
171269,68.8
171270,50.8
171271,74.3
171272,59.0
171273,63.6
171274,60.6
171275,50.9
171276,74.5
171277,64.2
171278,63.8
171279,57.8
171280,51.2
171281,73.4
171282,57.9
171283,64.0
171284,63.5
171285,51.0
171286,73.3
171287,57.3
171288,65.8
171289,61.8
171290,51.7
171291,75.9
171292,60.8
171293,64.5
171294,67.1
171295,51.9
171296,70.8
171297,62.2
171298,64.5
171299,64.3
171300,52.4
171301,72.2
171302,57.4
171303,65.6
171304,62.5
171305,53.5
171306,75.3
171307,62.5
171308,65.3
171309,67.1
171310,51.1
171311,73.9
171312,63.2
171313,64.0
171314,67.6
171315,52.5
171316,74.6
171317,61.7
171318,64.1
171319,70.2
171320,53.8
171321,78.0
171322,60.8
171323,64.1
171324,68.5
171325,52.4
171326,77.0
171327,60.7
171328,63.5
171329,59.8
171330,53.4
171331,72.9
171332,60.3
171333,64.6
171334,63.9
171335,55.3
171336,73.4
171337,63.1
171338,63.7
171339,60.0
171340,52.7
171341,75.4
171342,61.0
171343,63.8
171344,66.2
171345,54.1
171346,74.8
171347,62.1
171348,64.3
171349,63.3
171350,54.7
171351,78.4
171352,61.7
171353,64.5
171354,59.0
171355,55.6
171356,73.4
171357,61.4
171358,64.3
171359,55.5
171360,53.0
171361,77.0
171362,61.1
171363,64.2
171364,54.6
171365,54.8
171366,75.6
171367,62.0
171368,64.9
171369,53.8
171370,53.2
171371,74.0
171372,62.8
171373,64.1
171374,55.4
171375,51.9
171376,74.3
171377,60.6
171378,64.5
171379,57.4
171380,52.7
171381,75.4
171382,62.5
171383,65.0
171384,54.3
171385,54.9
171386,75.3
171387,59.5
171388,64.0
171389,61.7
171390,53.1
171391,69.1
171392,58.9
171393,65.7
171394,62.7
171395,54.4
171396,77.6
171397,62.7
171398,65.6
171399,57.7
171400,55.5
171401,76.2
171402,61.6
171403,65.2
171404,55.8
171405,54.8
171406,73.1
171407,59.6
171408,63.8
171409,54.4
171410,58.8
171411,77.7
171412,60.2
171413,63.9
171414,59.3
171415,57.5
171416,74.7
171417,58.3
171418,63.0
171419,54.7
171420,57.3
171421,75.6
171422,56.2
171423,64.1
171424,57.6
171425,56.9
171426,73.0
171427,58.6
171428,63.7
171429,62.3
171430,57.7
171431,73.6
171432,62.4
171433,64.3
171434,56.7
171435,56.4
171436,73.3
171437,57.2
171438,64.5
171439,63.4
171440,56.4
171441,80.3
171442,61.4
171443,64.4
171444,61.6
171445,56.0
171446,73.8
171447,60.8
171448,64.3
171449,68.6
171450,55.4
171451,77.3
171452,61.3
171453,63.8
171454,65.7
171455,55.7
171456,74.1
171457,61.0
171458,65.5
171459,63.8
171460,55.1
171461,74.9
171462,59.7
171463,65.6
171464,63.6
171465,56.3
171466,74.9
171467,57.3
171468,66.1
171469,63.6
171470,56.1
171471,76.8
171472,62.7
171473,64.7
171474,62.4
171475,55.7
171476,71.8
171477,61.6
171478,64.7
171479,57.8
171480,55.9
171481,70.2
171482,59.4
171483,65.0
171484,53.1
171485,55.7
171486,78.0
171487,59.1
171488,65.4
171489,65.7
171490,56.1
171491,72.9
171492,59.5
171493,64.8
171494,56.1
171495,56.7
171496,72.7
171497,58.9
171498,65.3
171499,51.5
171500,56.7
171501,75.8
171502,60.9
171503,65.6
171504,50.1
171505,57.1
171506,72.1
171507,58.0
171508,65.5
171509,48.5
171510,57.0
171511,72.5
171512,60.3
171513,65.2
171514,45.5
171515,56.9
171516,77.7
171517,60.6
171518,63.8
171519,45.7
171520,57.5
171521,74.0
171522,60.8
171523,62.9
171524,46.2
171525,57.4
171526,76.0
171527,58.5
171528,64.1
171529,47.3
171530,57.3
171531,76.7
171532,61.4
171533,64.4
171534,50.1
171535,57.5
171536,73.3
171537,62.0
171538,63.8
171539,48.1
171540,57.6
171541,71.6
171542,58.7
171543,64.2
171544,47.0
171545,57.9
171546,75.1
171547,60.9
171548,64.5
171549,46.5
171550,57.5
171551,74.7
171552,62.4
171553,64.2
171554,46.3
171555,57.7
171556,76.4
171557,60.7
171558,64.2
171559,48.2
171560,57.9
171561,75.6
171562,61.5
171563,64.6
171564,49.7
171565,57.1
171566,72.8
171567,59.9
171568,63.4
171569,61.5
171570,56.7
171571,74.4
171572,60.5
171573,64.8
171574,63.2
171575,57.7
171576,75.8
171577,63.8
171578,64.6
171579,65.2
171580,56.8
171581,74.7
171582,60.5
171583,63.9
171584,63.8
171585,56.9
171586,75.9
171587,62.0
171588,64.6
171589,59.8
171590,55.5
171591,77.4
171592,58.9
171593,65.1
171594,58.2
171595,56.1
171596,72.4
171597,60.0
171598,64.8
171599,58.8
171600,56.7
171601,74.1
171602,61.6
171603,65.7
171604,52.8
171605,57.1
171606,75.1
171607,59.4
171608,64.8
171609,52.2
171610,56.6
171611,72.3
171612,59.5
171613,64.4
171614,59.7
171615,57.3
171616,72.9
171617,60.5
171618,64.1
171619,56.5
171620,57.1
171621,74.1
171622,61.3
171623,64.9
171624,61.7
171625,57.5
171626,74.8
171627,61.8
171628,62.9
171629,58.9
171630,57.0
171631,76.0
171632,58.9
171633,64.8
171634,66.7
171635,57.5
171636,76.4
171637,61.1
171638,64.6
171639,62.6
171640,56.4
171641,73.6
171642,60.9
171643,64.6
171644,55.7
171645,56.4
171646,73.9
171647,58.5
171648,63.2
171649,57.3
171650,57.1
171651,74.6
171652,59.6
171653,64.4
171654,61.6
171655,57.5
171656,74.6
171657,59.3
171658,63.3
171659,52.6
171660,57.3
171661,73.1
171662,61.0
171663,64.1
171664,58.6
171665,58.5
171666,73.1
171667,61.3
171668,64.2
171669,59.8
171670,57.6
171671,76.2
171672,59.7
171673,63.3
171674,55.9
171675,57.2
171676,72.2
171677,59.5
171678,63.8
171679,61.2
171680,56.9
171681,75.6
171682,59.2
171683,63.9
171684,65.8
171685,57.3
171686,73.2
171687,59.7
171688,64.3
171689,58.3
171690,56.3
171691,73.6
171692,56.1
171693,65.6
171694,59.7
171695,55.3
171696,74.4
171697,63.0
171698,64.4
171699,64.1
171700,55.5
171701,74.9
171702,62.7
171703,65.3
171704,62.0
171705,56.0
171706,72.3
171707,58.3
171708,64.3
171709,66.5
171710,60.2
171711,75.1
171712,59.8
171713,65.0
171714,62.2
171715,59.0
171716,73.1
171717,59.6
171718,63.8
171719,60.0
171720,58.2
171721,72.2
171722,57.3
171723,65.3
171724,64.9
171725,59.4
171726,74.8
171727,62.0
171728,64.6
171729,63.9
171730,56.5
171731,75.1
171732,59.2
171733,63.0
171734,61.6
171735,55.6
171736,75.9
171737,60.0
171738,64.0
171739,62.3
171740,54.7
171741,75.2
171742,60.6
171743,64.9
171744,61.0
171745,55.4
171746,74.4
171747,62.5
171748,64.6
171749,61.1
171750,56.7
171751,74.9
171752,60.0
171753,65.3
171754,63.8
171755,55.8
171756,75.0
171757,60.7
171758,64.4
171759,58.1
171760,56.0
171761,74.0
171762,59.3
171763,64.6
171764,58.2
171765,55.6
171766,75.3
171767,64.0
171768,64.3
171769,63.7
171770,56.1
171771,76.7
171772,60.3
171773,64.7
171774,57.6
171775,57.9
171776,73.6
171777,63.8
171778,65.8
171779,67.4
171780,57.6
171781,73.2
171782,60.7
171783,66.1
171784,67.5
171785,60.0
171786,76.5
171787,59.6
171788,64.3
171789,67.2
171790,59.9
171791,72.2
171792,60.3
171793,64.7
171794,62.3
171795,57.1
171796,75.2
171797,61.5
171798,64.5
171799,60.8
171800,56.3
171801,72.4
171802,61.9
171803,63.9
171804,63.4
171805,57.0
171806,74.7
171807,60.3
171808,64.7
171809,56.6
171810,57.4
171811,75.5
171812,59.3
171813,64.6
171814,56.3
171815,56.6
171816,74.4
171817,57.1
171818,64.3
171819,67.0
171820,58.1
171821,72.4
171822,61.9
171823,63.9
171824,60.5
171825,59.4
171826,73.2
171827,59.9
171828,64.7
171829,60.2
171830,56.9
171831,75.1
171832,59.8
171833,63.4
171834,67.0
171835,58.6
171836,71.5
171837,60.4
171838,64.3
171839,63.7
171840,58.1
171841,68.8
171842,57.8
171843,64.7
171844,62.5
171845,58.3
171846,75.4
171847,60.3
171848,64.2
171849,62.0
171850,58.8
171851,69.4
171852,62.0
171853,64.3
171854,60.0
171855,61.1
171856,72.2
171857,58.6
171858,64.4
171859,60.6
171860,59.8
171861,74.8
171862,58.3
171863,64.9
171864,57.9
171865,60.6
171866,72.8
171867,58.7
171868,63.3
171869,59.9
171870,61.2
171871,74.2
171872,59.4
171873,65.4
171874,64.4
171875,57.4
171876,75.9
171877,61.3
171878,64.4
171879,60.4
171880,58.6
171881,69.1
171882,60.0
171883,63.1
171884,58.0
171885,57.7
171886,74.6
171887,60.5
171888,64.9
171889,62.3
171890,57.7
171891,76.2
171892,61.7
171893,64.2
171894,65.7
171895,58.6
171896,67.3
171897,61.0
171898,64.8
171899,63.3
171900,58.2
171901,73.8
171902,63.3
171903,63.9
171904,63.9
171905,60.7
171906,76.0
171907,61.3
171908,65.0
171909,54.6
171910,56.5
171911,74.5
171912,58.7
171913,63.8
171914,56.2
171915,56.1
171916,73.0
171917,64.5
171918,63.4
171919,55.5
171920,56.4
171921,76.3
171922,58.8
171923,63.8
171924,56.7
171925,56.0
171926,70.4
171927,56.3
171928,63.2
171929,58.8
171930,56.1
171931,75.3
171932,58.9
171933,63.5
171934,60.4
171935,55.9
171936,75.8
171937,61.9
171938,63.3
171939,55.7
171940,57.1
171941,73.5
171942,60.7
171943,63.9
171944,60.6
171945,58.0
171946,71.9
171947,61.3
171948,64.5
171949,54.5
171950,56.3
171951,72.4
171952,60.0
171953,63.9
171954,62.6
171955,55.8
171956,75.7
171957,62.8
171958,63.7
171959,49.0
171960,55.8
171961,73.9
171962,61.1
171963,64.3
171964,48.5
171965,55.7
171966,73.5
171967,61.0
171968,63.0
171969,51.5
171970,57.8
171971,68.4
171972,61.3
171973,63.7
171974,45.1
171975,56.1
171976,73.4
171977,62.0
171978,64.5
171979,52.1
171980,56.1
171981,74.0
171982,60.9
171983,64.5
171984,44.5
171985,57.1
171986,67.9
171987,59.6
171988,63.9
171989,44.6
171990,56.3
171991,76.4
171992,56.9
171993,63.1
171994,44.7
171995,56.6
171996,73.4
171997,59.3
171998,63.2
171999,48.0
172000,57.3
172001,75.2
172002,61.7
172003,62.4
172004,58.3
172005,57.0
172006,75.1
172007,61.0
172008,61.8
172009,53.4
172010,56.0
172011,76.0
172012,60.2
172013,62.9
172014,59.6
172015,56.5
172016,67.8
172017,61.7
172018,63.9
172019,52.9
172020,56.8
172021,71.8
172022,58.1
172023,62.2
172024,47.4
172025,56.5
172026,69.9
172027,56.2
172028,63.1
172029,44.8
172030,55.9
172031,73.5
172032,56.7
172033,63.0
172034,48.0
172035,57.0
172036,74.4
172037,57.2
172038,63.7
172039,46.5
172040,55.8
172041,76.9
172042,60.0
172043,62.5
172044,45.1
172045,56.7
172046,69.8
172047,59.9
172048,62.6
172049,45.5
172050,56.2
172051,74.0
172052,60.4
172053,61.6
172054,45.9
172055,55.7
172056,73.5
172057,60.5
172058,62.3
172059,44.3
172060,55.4
172061,73.1
172062,57.5
172063,62.4
172064,44.3
172065,56.1
172066,74.2
172067,59.9
172068,63.4
172069,44.6
172070,56.4
172071,72.7
172072,59.7
172073,63.2
172074,49.4
172075,55.4
172076,71.1
172077,60.2
172078,63.3
172079,58.9
172080,55.2
172081,76.9
172082,60.1
172083,62.2
172084,45.2
172085,55.7
172086,72.1
172087,58.4
172088,63.0
172089,45.5
172090,56.4
172091,70.0
172092,56.5
172093,62.1
172094,50.9
172095,55.4
172096,74.0
172097,54.9
172098,63.5
172099,44.1
172100,58.5
172101,73.4
172102,61.7
172103,63.9
172104,44.2
172105,57.6
172106,70.6
172107,57.5
172108,63.2
172109,44.5
172110,56.7
172111,73.2
172112,60.5
172113,63.5
172114,47.6
172115,58.7
172116,74.2
172117,59.4
172118,63.0
172119,53.3
172120,56.2
172121,72.8
172122,60.1
172123,64.4
172124,44.1
172125,56.3
172126,74.2
172127,60.8
172128,64.5
172129,44.7
172130,56.8
172131,73.0
172132,58.8
172133,63.5
172134,47.7
172135,57.5
172136,69.7
172137,62.0
172138,63.8
172139,36.0
172140,58.3
172141,74.8
172142,60.2
172143,63.6
172144,35.4
172145,62.6
172146,73.1
172147,60.7
172148,63.6
172149,35.6
172150,60.3
172151,65.1
172152,59.1
172153,63.7
172154,35.4
172155,58.7
172156,73.5
172157,57.8
172158,62.9
172159,36.3
172160,62.0
172161,74.6
172162,56.2
172163,62.8
172164,35.4
172165,60.9
172166,71.9
172167,61.8
172168,61.3
172169,35.1
172170,59.6
172171,73.3
172172,62.6
172173,61.2
172174,35.3
172175,54.7
172176,76.5
172177,59.0
172178,61.6
172179,35.6
172180,54.8
172181,73.7
172182,60.5
172183,62.1
172184,35.3
172185,54.8
172186,73.7
172187,59.6
172188,62.1
172189,36.1
172190,54.6
172191,72.3
172192,59.1
172193,63.2
172194,35.9
172195,55.2
172196,72.0
172197,60.5
172198,63.7
172199,35.3
172200,53.6
172201,74.7
172202,60.8
172203,64.5
172204,36.1
172205,54.0
172206,71.1
172207,60.1
172208,63.0
172209,35.8
172210,53.2
172211,65.6
172212,61.1
172213,63.0
172214,35.8
172215,53.8
172216,75.1
172217,61.6
172218,62.3
172219,35.9
172220,54.8
172221,73.4
172222,60.1
172223,63.6
172224,51.6
172225,55.2
172226,70.4
172227,59.4
172228,63.2
172229,35.7
172230,53.1
172231,74.3
172232,58.6
172233,63.1
172234,36.3
172235,54.6
172236,75.5
172237,58.4
172238,63.0
172239,46.8
172240,53.7
172241,69.4
172242,57.6
172243,62.2
172244,51.6
172245,52.7
172246,73.9
172247,57.6
172248,62.2
172249,49.4
172250,53.8
172251,70.0
172252,57.8
172253,61.3
172254,51.4
172255,51.6
172256,72.5
172257,60.0
172258,61.7
172259,34.9
172260,53.7
172261,69.0
172262,57.6
172263,60.9
172264,34.7
172265,55.2
172266,74.2
172267,56.9
172268,62.5
172269,34.4
172270,56.8
172271,71.2
172272,61.2
172273,62.8
172274,35.6
172275,54.1
172276,72.1
172277,60.6
172278,62.3
172279,34.8
172280,52.0
172281,65.9
172282,60.6
172283,62.0
172284,40.3
172285,52.5
172286,75.3
172287,61.3
172288,62.0
172289,45.6
172290,61.1
172291,67.5
172292,59.3
172293,61.2
172294,39.5
172295,54.4
172296,75.2
172297,59.4
172298,60.8
172299,36.5
172300,54.1
172301,72.9
172302,60.7
172303,61.4
172304,49.6
172305,55.8
172306,73.1
172307,60.4
172308,62.5
172309,51.3
172310,59.0
172311,75.1
172312,55.3
172313,62.7
172314,34.8
172315,55.9
172316,74.4
172317,60.3
172318,63.3
172319,34.8
172320,57.1
172321,71.8
172322,58.9
172323,61.3
172324,35.0
172325,64.6
172326,71.8
172327,56.9
