,dBA
172328,62.5
172329,34.9
172330,54.5
172331,72.6
172332,59.3
172333,61.9
172334,34.7
172335,53.9
172336,71.5
172337,55.2
172338,62.3
172339,34.7
172340,52.8
172341,74.4
172342,58.1
172343,62.3
172344,34.7
172345,53.5
172346,75.1
172347,54.6
172348,61.8
172349,34.9
172350,53.1
172351,73.4
172352,57.0
172353,61.8
172354,34.7
172355,52.2
172356,71.0
172357,53.6
172358,61.6
172359,34.5
172360,52.1
172361,75.7
172362,57.4
172363,61.2
172364,34.6
172365,52.9
172366,70.7
172367,57.6
172368,60.7
172369,34.6
172370,52.5
172371,73.1
172372,58.3
172373,62.2
172374,34.9
172375,52.0
172376,68.5
172377,57.4
172378,62.2
172379,34.7
172380,52.5
172381,75.4
172382,59.0
172383,62.6
172384,34.9
172385,52.5
172386,74.7
172387,59.9
172388,62.1
172389,34.8
172390,52.4
172391,70.0
172392,58.6
172393,60.6
172394,35.0
172395,52.4
172396,74.5
172397,58.4
172398,61.1
172399,34.8
172400,52.4
172401,72.5
172402,60.9
172403,61.8
172404,35.0
172405,53.3
172406,74.4
172407,61.2
172408,62.0
172409,34.3
172410,55.1
172411,74.7
172412,57.3
172413,61.7
172414,33.8
172415,55.0
172416,71.7
172417,54.9
172418,61.6
172419,33.6
172420,56.6
172421,70.8
172422,59.7
172423,60.8
172424,33.5
172425,56.5
172426,71.5
172427,58.7
172428,60.7
172429,33.5
172430,57.9
172431,72.6
172432,58.1
172433,62.8
172434,33.0
172435,58.7
172436,71.8
172437,58.7
172438,63.1
172439,32.2
172440,60.5
172441,71.7
172442,60.1
172443,60.2
172444,32.3
172445,59.8
172446,72.8
172447,60.5
172448,60.9
172449,32.3
172450,60.4
172451,74.5
172452,59.3
172453,61.6
172454,32.5
172455,59.9
172456,70.0
172457,59.0
172458,60.8
172459,32.6
172460,58.6
172461,73.9
172462,59.5
172463,61.8
172464,32.2
172465,58.5
172466,72.0
172467,58.5
172468,61.6
172469,32.9
172470,54.6
172471,71.0
172472,58.3
172473,60.4
172474,32.5
172475,54.4
172476,69.7
172477,60.4
172478,61.2
172479,32.3
172480,54.7
172481,72.6
172482,59.2
172483,62.7
172484,32.3
172485,54.5
172486,73.0
172487,55.8
172488,60.3
172489,32.5
172490,54.3
172491,68.2
172492,58.0
172493,61.0
172494,32.3
172495,54.5
172496,74.5
172497,57.2
172498,62.4
172499,32.3
172500,54.7
172501,71.5
172502,57.1
172503,60.2
172504,32.7
172505,55.0
172506,72.5
172507,55.2
172508,62.2
172509,32.4
172510,55.3
172511,71.9
172512,58.5
172513,60.8
172514,32.5
172515,55.3
172516,73.5
172517,56.4
172518,62.1
172519,32.6
172520,54.5
172521,73.4
172522,56.5
172523,61.6
172524,32.4
172525,54.4
172526,73.7
172527,58.9
172528,60.4
172529,32.2
172530,54.2
172531,73.6
172532,59.0
172533,61.5
172534,32.4
172535,53.8
172536,75.4
172537,57.7
172538,61.6
172539,32.4
172540,55.3
172541,74.8
172542,58.8
172543,63.1
172544,32.3
172545,57.5
172546,70.9
172547,63.5
172548,62.0
172549,32.6
172550,59.2
172551,72.5
172552,55.2
172553,61.5
172554,32.4
172555,58.2
172556,70.8
172557,59.6
172558,62.1
172559,32.4
172560,55.0
172561,71.9
172562,57.5
172563,60.8
172564,33.1
172565,55.3
172566,70.7
172567,58.3
172568,63.1
172569,33.3
172570,55.4
172571,73.8
172572,60.6
172573,61.6
172574,32.7
172575,55.8
172576,69.5
172577,58.6
172578,61.4
172579,32.3
172580,56.1
172581,74.4
172582,56.4
172583,61.6
172584,32.3
172585,57.2
172586,69.4
172587,53.5
172588,62.1
172589,32.2
172590,54.8
172591,76.2
172592,58.1
172593,61.9
172594,32.6
172595,55.1
172596,72.5
172597,55.9
172598,61.5
172599,32.5
172600,55.0
172601,71.9
172602,60.2
172603,60.7
172604,32.2
172605,54.2
172606,74.2
172607,57.1
172608,60.3
172609,32.1
172610,54.3
172611,70.7
172612,54.1
172613,62.3
172614,32.3
172615,53.7
172616,72.4
172617,54.1
172618,61.8
172619,32.6
172620,54.3
172621,74.1
172622,51.3
172623,61.5
172624,32.6
172625,54.2
172626,72.8
172627,55.8
172628,62.7
172629,32.2
172630,54.1
172631,74.5
172632,60.0
172633,62.1
172634,32.4
172635,54.1
172636,72.2
172637,58.2
172638,62.4
172639,32.2
172640,54.9
172641,70.9
172642,56.3
172643,60.6
172644,32.3
172645,54.6
172646,71.5
172647,59.1
172648,61.5
172649,32.6
172650,56.7
172651,72.3
172652,57.8
172653,60.6
172654,33.5
172655,56.7
172656,71.5
172657,59.7
172658,62.3
172659,32.6
172660,57.1
172661,74.8
172662,55.0
172663,62.9
172664,32.2
172665,57.5
172666,71.2
172667,59.4
172668,61.8
172669,32.4
172670,58.5
172671,74.2
172672,52.4
172673,60.3
172674,32.2
172675,56.5
172676,73.0
172677,56.5
172678,61.3
172679,32.4
172680,55.6
172681,75.2
172682,59.6
172683,61.4
172684,32.5
172685,56.7
172686,71.7
172687,58.0
172688,61.4
172689,33.0
172690,58.1
172691,75.3
172692,56.6
172693,62.0
172694,32.6
172695,58.2
172696,73.1
172697,59.4
172698,61.8
172699,32.3
172700,57.5
172701,69.4
172702,58.6
172703,62.4
172704,32.5
172705,57.1
172706,73.7
172707,56.4
172708,61.8
172709,32.5
172710,56.7
172711,73.2
172712,57.4
172713,60.4
172714,33.3
172715,56.7
172716,73.4
172717,57.5
172718,62.3
172719,32.5
172720,56.9
172721,70.1
172722,59.7
172723,61.5
172724,32.5
172725,57.4
172726,73.4
172727,53.6
172728,62.2
172729,32.5
172730,57.1
172731,73.8
172732,53.6
172733,61.4
172734,32.1
172735,57.7
172736,74.2
172737,59.3
172738,61.9
172739,32.3
172740,57.2
172741,74.3
172742,56.8
172743,60.3
172744,32.3
172745,56.5
172746,72.4
172747,60.6
172748,60.8
172749,32.6
172750,56.9
172751,68.5
172752,55.5
172753,59.8
172754,32.7
172755,57.5
172756,73.6
172757,58.1
172758,61.3
172759,32.7
172760,56.7
172761,73.5
172762,57.8
172763,60.6
172764,32.4
172765,56.8
172766,72.4
172767,59.5
172768,61.1
172769,32.3
172770,57.1
172771,68.3
172772,59.8
172773,60.0
172774,32.2
172775,56.6
172776,72.0
172777,56.7
172778,60.7
172779,32.3
172780,57.0
172781,72.1
172782,56.4
172783,61.8
172784,32.5
172785,57.4
172786,73.4
172787,58.6
172788,60.0
172789,32.6
172790,57.1
172791,71.2
172792,56.7
172793,60.4
172794,32.8
172795,56.4
172796,72.8
172797,55.4
172798,61.0
172799,33.5
172800,56.5
172801,71.7
172802,55.1
172803,60.6
172804,32.7
172805,57.2
172806,74.1
172807,51.3
172808,59.3
172809,32.7
172810,57.5
172811,67.9
172812,56.1
172813,61.7
172814,32.6
172815,58.1
172816,73.9
172817,56.6
172818,62.1
172819,32.8
172820,57.7
172821,70.2
172822,57.3
172823,59.3
172824,33.1
172825,58.4
172826,64.3
172827,58.0
172828,59.5
172829,33.0
172830,58.5
172831,70.1
172832,56.2
172833,61.4
172834,32.9
172835,57.8
172836,73.9
172837,57.5
172838,61.5
172839,32.8
172840,56.9
172841,72.5
172842,56.2
172843,61.0
172844,33.0
172845,61.1
172846,72.6
172847,56.0
172848,61.0
172849,32.7
172850,62.7
172851,73.5
172852,56.5
172853,59.1
172854,33.3
172855,60.4
172856,72.6
172857,56.5
172858,59.6
172859,33.0
172860,60.9
172861,71.9
172862,55.7
172863,58.5
172864,32.9
172865,63.4
172866,72.8
172867,53.9
172868,59.4
172869,32.2
172870,59.0
172871,73.1
172872,57.6
172873,61.0
172874,32.3
172875,59.0
172876,71.4
172877,60.4
172878,60.0
172879,32.1
172880,61.5
172881,70.2
172882,57.8
172883,60.0
172884,31.9
172885,61.9
172886,72.0
172887,55.4
172888,61.0
172889,32.1
172890,61.7
172891,71.1
172892,56.7
172893,59.0
172894,31.8
172895,60.3
172896,72.3
172897,59.3
172898,61.5
172899,32.4
172900,61.0
172901,73.2
172902,57.8
172903,60.5
172904,31.9
172905,61.2
172906,68.9
172907,56.0
172908,59.2
172909,31.8
172910,62.6
172911,73.6
172912,58.0
172913,61.1
172914,31.9
172915,63.1
172916,72.5
172917,56.6
172918,61.2
172919,32.0
172920,62.8
172921,70.9
172922,59.0
172923,59.4
172924,31.9
172925,62.3
172926,79.6
172927,57.4
172928,60.7
172929,32.5
172930,63.0
172931,71.9
172932,57.1
172933,61.7
172934,32.0
172935,63.2
172936,71.9
172937,52.2
172938,62.1
172939,32.0
172940,63.0
172941,71.8
172942,58.2
172943,61.5
172944,32.4
172945,62.7
172946,73.1
172947,57.8
172948,60.0
172949,31.9
172950,62.3
172951,70.5
172952,59.7
172953,61.3
172954,31.8
172955,61.6
172956,71.2
172957,57.5
172958,62.7
172959,31.8
172960,65.5
172961,71.8
172962,61.0
172963,61.8
172964,31.8
172965,60.4
172966,71.1
172967,58.4
172968,61.3
172969,32.1
172970,57.7
172971,72.8
172972,58.1
172973,62.8
172974,33.0
172975,58.8
172976,65.0
172977,59.7
172978,61.2
172979,32.0
172980,61.3
172981,73.1
172982,57.2
172983,61.3
172984,32.2
172985,59.6
172986,68.7
172987,58.1
172988,59.6
172989,32.3
172990,59.4
172991,70.6
172992,56.6
172993,60.5
172994,32.2
172995,60.1
172996,73.0
172997,57.9
172998,60.1
172999,32.4
173000,59.2
173001,69.3
173002,52.3
173003,59.2
173004,32.4
173005,57.8
173006,71.4
173007,57.2
173008,59.5
173009,32.1
173010,59.0
173011,72.3
173012,54.8
173013,60.4
173014,32.1
173015,58.9
173016,71.2
173017,58.6
173018,60.7
173019,32.5
173020,57.5
173021,69.9
173022,58.8
173023,59.5
173024,32.6
173025,56.9
173026,69.9
173027,57.8
173028,59.1
173029,32.4
173030,57.3
173031,70.7
173032,56.7
173033,59.9
173034,32.2
173035,59.7
173036,72.5
173037,55.2
173038,57.3
173039,32.4
173040,59.2
173041,71.9
173042,57.8
173043,59.9
173044,32.2
173045,59.6
173046,71.3
173047,55.5
173048,62.8
173049,32.2
173050,58.3
173051,67.0
173052,59.2
173053,60.0
173054,32.1
173055,58.9
173056,72.5
173057,56.8
173058,60.8
173059,32.2
173060,58.5
173061,74.0
173062,56.9
173063,60.7
173064,32.5
173065,57.7
173066,69.6
173067,59.9
173068,59.4
173069,32.0
173070,57.1
173071,70.7
173072,60.2
173073,60.5
173074,32.2
173075,57.1
173076,69.0
173077,52.8
173078,59.8
173079,32.0
173080,56.8
173081,72.5
173082,56.2
173083,58.0
173084,32.2
173085,56.2
173086,69.0
173087,59.3
173088,59.6
173089,32.2
173090,55.2
173091,66.0
173092,58.8
173093,59.3
173094,32.2
173095,55.1
173096,69.4
173097,53.7
173098,59.7
173099,32.1
173100,55.6
173101,67.9
173102,57.5
173103,60.8
173104,32.3
173105,55.4
173106,72.0
173107,56.8
173108,60.1
173109,32.1
173110,56.9
173111,72.6
173112,58.1
173113,59.8
173114,32.1
173115,61.2
173116,72.0
173117,54.5
173118,59.2
173119,32.1
173120,60.4
173121,72.8
173122,59.7
173123,59.0
173124,32.5
173125,57.0
173126,62.2
173127,56.5
173128,60.0
173129,34.8
173130,55.7
173131,70.2
173132,57.9
173133,58.0
173134,32.0
173135,56.4
173136,73.4
173137,54.7
173138,59.4
173139,32.1
173140,55.8
173141,69.3
173142,56.0
173143,59.2
173144,32.2
173145,54.3
173146,71.6
173147,55.6
173148,60.0
173149,32.2
173150,55.4
173151,71.5
173152,57.8
173153,60.6
173154,32.0
173155,54.5
173156,72.9
173157,53.3
173158,59.7
173159,32.2
173160,54.8
173161,74.8
173162,60.2
173163,60.4
173164,33.5
173165,54.9
173166,68.9
173167,56.3
173168,60.4
173169,32.3
173170,54.0
173171,74.9
173172,54.3
173173,58.3
173174,32.4
173175,55.1
173176,69.7
173177,56.1
173178,59.3
173179,32.1
173180,56.2
173181,71.7
173182,53.9
173183,58.8
173184,32.2
173185,54.0
173186,72.8
173187,56.5
173188,61.4
173189,32.3
173190,54.4
173191,68.1
173192,53.3
173193,61.3
173194,32.3
173195,54.3
173196,65.0
173197,56.5
173198,59.6
173199,32.4
173200,54.0
173201,70.4
173202,54.2
173203,58.6
173204,32.3
173205,53.9
173206,71.2
173207,53.8
173208,59.9
173209,32.1
173210,53.5
173211,69.6
173212,55.0
173213,60.4
173214,32.3
173215,52.9
173216,71.9
173217,59.0
173218,58.6
173219,32.3
173220,53.6
173221,71.3
173222,59.3
173223,58.9
173224,32.2
173225,54.4
173226,71.4
173227,56.4
173228,59.9
173229,32.1
173230,54.6
173231,72.4
173232,58.4
173233,60.2
173234,32.1
173235,54.1
173236,72.2
173237,55.8
173238,59.2
173239,32.2
173240,54.2
173241,68.7
173242,56.4
173243,59.8
173244,31.8
173245,54.2
173246,72.5
173247,54.5
173248,59.4
173249,31.7
173250,53.8
173251,72.0
173252,57.6
173253,58.3
173254,31.9
173255,53.9
173256,71.7
173257,49.6
173258,59.5
173259,31.9
173260,53.8
173261,69.8
173262,51.4
173263,57.7
173264,31.8
173265,54.6
173266,68.2
173267,57.2
173268,56.2
173269,31.8
173270,53.5
173271,65.9
173272,55.6
173273,58.2
173274,31.9
173275,53.6
173276,61.9
173277,57.6
173278,59.2
173279,31.7
173280,54.1
173281,74.0
173282,55.1
173283,59.3
173284,32.0
173285,53.6
173286,66.9
173287,54.3
173288,59.1
173289,32.4
173290,54.9
173291,70.9
173292,54.2
173293,58.6
173294,32.4
173295,55.6
173296,71.4
173297,58.0
173298,59.8
173299,32.4
173300,54.1
173301,71.0
173302,52.8
173303,57.1
173304,32.5
173305,54.1
173306,65.0
173307,57.9
173308,58.1
173309,33.0
173310,53.9
173311,67.5
173312,59.2
173313,56.3
173314,32.4
173315,53.8
173316,69.5
173317,55.0
173318,59.9
173319,32.4
173320,53.6
173321,69.7
173322,60.1
173323,57.2
173324,32.5
173325,54.2
173326,71.9
173327,53.1
173328,57.5
173329,32.3
173330,55.1
173331,67.9
173332,54.9
173333,58.2
173334,32.4
173335,55.3
173336,68.2
173337,54.3
173338,58.1
173339,32.9
173340,54.5
173341,69.4
173342,54.2
173343,58.6
173344,32.4
173345,55.2
173346,71.5
173347,52.9
173348,57.5
173349,32.5
173350,53.3
173351,67.0
173352,57.6
173353,57.8
173354,32.5
173355,53.5
173356,71.7
173357,55.0
173358,57.4
173359,32.7
173360,53.8
173361,71.2
173362,55.9
173363,57.1
173364,32.3
173365,53.8
173366,71.8
173367,54.7
173368,56.7
173369,32.6
173370,53.2
173371,69.7
173372,53.5
173373,58.2
173374,32.3
173375,53.2
173376,74.2
173377,51.7
173378,59.4
173379,32.4
173380,54.0
173381,59.1
173382,51.7
173383,57.3
173384,32.3
173385,53.4
173386,66.6
173387,53.0
173388,59.2
173389,32.3
173390,54.1
173391,68.4
173392,58.2
173393,58.6
173394,32.5
173395,53.2
173396,71.1
173397,55.9
173398,59.3
173399,31.9
173400,53.0
173401,71.3
173402,53.6
173403,58.6
173404,32.7
173405,54.2
173406,66.7
173407,55.5
173408,56.0
173409,32.2
173410,53.3
173411,71.7
173412,53.8
173413,58.3
173414,32.0
173415,53.5
173416,69.3
173417,51.2
173418,58.8
173419,31.9
173420,53.2
173421,71.9
173422,54.0
173423,58.5
173424,32.1
173425,52.6
173426,68.8
173427,53.2
173428,57.6
173429,32.3
173430,53.1
173431,64.6
173432,56.2
173433,55.8
173434,32.0
173435,52.8
173436,71.2
173437,53.7
173438,56.9
173439,32.1
173440,52.7
173441,70.9
173442,52.0
173443,56.9
173444,32.0
173445,52.6
173446,65.7
173447,54.0
173448,58.7
173449,32.0
173450,52.4
173451,69.4
173452,53.6
173453,57.3
173454,32.3
173455,52.0
173456,68.9
173457,55.7
173458,56.5
173459,32.0
173460,53.0
173461,73.8
173462,54.7
173463,57.5
173464,32.2
173465,53.3
173466,73.0
173467,56.4
173468,58.5
173469,31.9
173470,53.9
173471,68.1
173472,55.2
173473,56.5
173474,32.0
173475,52.8
173476,71.3
173477,55.0
173478,59.9
173479,32.1
173480,52.6
173481,66.7
173482,64.2
173483,57.9
173484,32.0
173485,52.8
173486,70.7
173487,57.5
173488,58.8
173489,32.0
173490,53.2
173491,69.7
173492,57.0
173493,57.0
173494,32.0
173495,53.9
173496,71.0
173497,56.1
173498,54.3
173499,32.5
173500,52.9
173501,67.4
173502,58.7
173503,55.2
173504,32.0
173505,53.0
173506,73.0
173507,56.1
173508,57.4
173509,31.9
173510,52.4
173511,66.9
173512,53.7
173513,56.5
173514,32.0
173515,53.0
173516,71.4
173517,54.8
173518,57.7
173519,32.2
173520,53.4
173521,73.2
173522,49.3
173523,60.3
173524,32.2
173525,53.9
173526,67.4
173527,53.6
173528,58.7
173529,31.9
173530,53.8
173531,69.8
173532,54.7
173533,56.7
173534,32.1
173535,53.6
173536,66.5
173537,54.5
173538,58.3
173539,31.9
173540,54.0
173541,72.3
173542,52.3
173543,58.6
173544,32.1
173545,53.7
173546,65.8
173547,58.6
173548,58.2
173549,32.4
173550,52.9
173551,65.9
173552,49.5
173553,56.4
173554,31.9
173555,53.0
173556,74.5
173557,57.1
173558,55.8
173559,32.1
173560,53.3
173561,68.0
173562,56.6
173563,58.6
173564,32.0
173565,53.1
173566,71.4
173567,66.2
173568,59.3
173569,32.0
173570,53.1
173571,71.9
173572,51.1
173573,58.0
173574,32.0
173575,53.2
173576,69.7
173577,58.5
173578,57.5
173579,31.9
173580,53.4
173581,70.7
173582,59.3
173583,58.4
173584,32.0
173585,53.5
173586,70.0
173587,58.9
173588,58.5
173589,32.1
173590,53.1
173591,69.8
173592,55.5
173593,58.2
173594,32.1
173595,53.3
173596,73.3
173597,59.1
173598,57.6
173599,32.1
173600,54.4
173601,65.6
173602,56.6
173603,58.6
173604,32.0
173605,54.3
173606,70.6
173607,54.8
173608,57.7
173609,32.0
173610,58.1
173611,67.3
173612,58.1
173613,57.5
173614,31.9
173615,59.3
173616,71.8
173617,54.7
173618,58.3
173619,31.9
173620,60.2
173621,68.8
173622,55.4
173623,57.1
173624,31.8
173625,59.6
173626,71.3
173627,54.6
173628,58.4
173629,31.9
173630,58.5
173631,70.1
173632,54.2
173633,58.7
173634,32.3
173635,59.1
173636,70.4
173637,52.9
173638,56.4
173639,32.1
173640,59.7
173641,71.7
173642,58.7
173643,56.6
173644,32.4
173645,59.2
173646,75.5
173647,55.8
173648,56.2
173649,31.9
173650,60.9
173651,67.1
173652,52.4
173653,56.7
173654,32.0
173655,58.9
173656,76.5
173657,49.6
173658,55.7
173659,31.9
173660,60.3
173661,74.5
173662,57.0
173663,56.7
173664,31.8
173665,59.5
173666,72.0
173667,55.7
173668,56.8
173669,32.1
173670,58.8
173671,68.0
173672,56.6
173673,57.5
173674,31.8
173675,58.7
173676,72.9
173677,57.4
173678,57.1
173679,31.9
173680,58.8
173681,71.9
173682,56.0
173683,56.6
173684,31.8
173685,59.1
173686,70.2
173687,57.9
173688,57.2
173689,31.7
173690,59.3
173691,72.7
173692,56.9
173693,57.7
173694,31.8
173695,59.3
173696,67.0
173697,52.3
173698,59.8
173699,32.2
173700,58.5
173701,71.9
173702,56.3
173703,58.6
173704,31.9
173705,58.1
173706,70.9
173707,53.1
173708,57.3
173709,31.9
173710,58.1
173711,70.9
173712,57.2
173713,55.8
173714,31.9
173715,58.3
173716,72.6
173717,53.1
173718,57.7
173719,31.6
173720,57.9
173721,71.4
173722,56.5
173723,57.7
173724,31.8
173725,58.1
173726,70.3
173727,50.7
173728,57.9
173729,31.8
173730,53.9
173731,66.7
173732,50.8
173733,56.6
173734,31.9
173735,53.5
173736,75.8
173737,55.5
173738,58.9
173739,31.7
173740,54.2
173741,70.9
173742,57.2
173743,58.5
173744,31.9
173745,52.8
173746,75.3
173747,55.8
173748,56.9
173749,31.6
173750,53.2
173751,68.6
173752,56.1
173753,58.2
173754,31.8
173755,54.3
173756,68.2
173757,59.3
173758,55.5
173759,31.8
173760,54.1
173761,71.9
173762,57.4
173763,56.9
173764,31.7
173765,56.1
173766,63.4
173767,56.9
173768,56.2
173769,31.7
173770,54.0
173771,72.3
173772,53.4
173773,58.4
173774,31.8
173775,53.9
173776,70.3
173777,59.2
173778,59.8
173779,31.6
173780,53.4
173781,70.2
173782,54.0
173783,57.5
173784,32.3
173785,53.3
173786,75.8
173787,57.6
173788,57.6
173789,31.9
173790,52.9
173791,68.6
173792,55.4
173793,57.3
173794,31.8
173795,53.3
173796,72.1
173797,50.8
173798,57.3
173799,31.7
173800,53.6
173801,70.7
173802,58.5
173803,55.1
173804,31.8
173805,53.2
173806,69.8
173807,60.7
173808,57.8
173809,32.4
173810,54.2
173811,69.0
173812,59.1
173813,57.7
173814,32.2
173815,53.8
173816,64.6
173817,56.5
173818,56.5
173819,31.9
173820,54.3
173821,71.2
173822,58.2
173823,57.8
173824,31.8
173825,55.7
173826,72.9
173827,55.1
173828,59.3
173829,32.0
173830,54.2
173831,70.1
173832,59.9
173833,58.8
173834,32.0
173835,53.0
173836,66.7
173837,51.7
173838,57.9
173839,32.3
173840,53.4
173841,68.6
173842,56.5
173843,56.7
173844,32.2
173845,53.7
173846,72.4
173847,59.9
173848,58.2
173849,32.1
173850,54.9
173851,70.3
173852,54.8
173853,56.3
173854,32.4
173855,55.6
173856,70.9
173857,53.1
173858,58.0
173859,32.1
173860,56.4
173861,65.3
173862,50.2
173863,59.0
173864,32.1
173865,54.3
173866,70.7
173867,56.4
173868,58.0
173869,32.3
173870,53.7
173871,70.4
173872,56.5
173873,57.6
173874,31.9
173875,54.3
173876,71.6
173877,50.9
173878,57.6
173879,32.2
173880,53.9
173881,77.4
173882,56.3
173883,57.8
173884,31.9
173885,54.0
173886,68.9
173887,58.3
173888,56.4
173889,32.1
173890,53.4
173891,65.4
173892,57.6
173893,56.4
173894,32.7
173895,53.2
173896,70.5
173897,56.3
173898,57.7
173899,32.1
173900,56.9
173901,72.6
173902,56.9
173903,55.7
173904,32.1
173905,57.7
173906,67.6
173907,56.4
173908,57.1
173909,32.2
173910,57.5
173911,70.2
173912,54.5
173913,56.4
173914,32.0
173915,57.2
173916,61.9
173917,55.1
173918,56.1
173919,32.0
173920,56.6
173921,69.8
173922,51.6
173923,56.8
173924,31.7
173925,56.8
173926,67.0
173927,49.6
173928,56.8
173929,31.7
173930,56.8
173931,69.0
173932,53.0
173933,56.7
173934,31.8
173935,55.6
173936,65.4
173937,55.4
173938,58.2
173939,31.8
173940,57.3
173941,73.3
173942,50.7
173943,56.1
173944,31.9
173945,56.8
173946,71.3
173947,52.5
173948,55.4
173949,31.8
173950,56.6
173951,58.0
173952,59.3
173953,58.0
173954,31.8
173955,57.4
173956,70.1
173957,55.3
173958,56.5
173959,32.0
173960,56.1
173961,71.4
173962,54.0
173963,57.9
173964,32.3
173965,55.5
173966,70.4
173967,49.5
173968,55.4
173969,32.2
173970,54.9
173971,72.5
173972,55.0
173973,56.4
173974,31.9
173975,54.5
173976,69.5
173977,51.7
173978,56.7
173979,31.8
173980,53.8
173981,64.3
173982,58.5
173983,57.4
173984,31.9
173985,53.6
173986,70.5
173987,56.0
173988,58.8
173989,31.7
173990,54.9
173991,65.9
173992,56.8
173993,59.3
173994,31.7
173995,55.5
173996,64.0
173997,50.7
173998,57.0
173999,32.0
174000,56.3
174001,71.6
174002,56.4
174003,56.8
174004,32.1
174005,56.1
174006,71.2
174007,54.5
174008,57.1
174009,31.9
174010,56.9
174011,62.3
174012,58.9
174013,56.1
174014,31.9
174015,54.8
174016,69.9
174017,51.7
174018,56.5
174019,31.9
174020,55.2
174021,67.2
174022,55.2
174023,56.5
174024,31.9
174025,55.2
174026,71.9
174027,50.0
174028,55.5
174029,31.8
174030,54.8
174031,66.1
174032,54.2
174033,57.0
174034,31.8
174035,53.7
174036,68.5
174037,58.1
174038,55.9
174039,31.9
174040,53.9
174041,69.0
174042,53.2
174043,55.5
174044,31.9
174045,54.2
174046,63.8
174047,53.6
174048,55.6
174049,32.0
174050,53.7
174051,70.0
174052,54.5
174053,59.2
174054,31.8
174055,54.3
174056,62.8
174057,53.0
174058,58.9
174059,31.9
174060,53.8
174061,69.6
174062,58.8
174063,57.9
174064,31.9
174065,53.4
174066,64.1
174067,53.4
174068,55.9
174069,31.7
174070,53.4
174071,69.1
174072,52.7
174073,56.0
174074,31.9
174075,54.6
174076,68.3
174077,54.9
174078,55.1
